Protein,VIKOR_Rank,EDAS_Rank,SPOTIS_Rank,Ranky_Score_Rank,Ranky_Rank,Borda_Score,Borda_Rank
TGRH88_087844,3866,6128,3824,3824,6493,4827,4960
TGRH88_042880,5337,3879,5305,5305,4334,4832,4961
TGRH88_013570,5815,1830,5793,5793,4936,4833.4,4962
TGRH88_044310,5199,4511,5165,5165,4128,4833.6,4963
TGRH88_037480,5395,3618,5363,5363,4438,4835.4,4964
TGRH88_058520,4209,6732,4170,4170,4897,4835.6,4965
TGRH88_075340,5538,4081,5510,5510,3539,4835.6,4965
TGRH88_064540,3627,7230,3578,3578,6168,4836.2,4967
TGRH88_024340,4780,4518,4738,4738,5410,4836.8,4968
TGRH88_029110,5813,3229,5792,5792,3564,4838,4969
TGRH88_082700,6501,2919,6490,6490,1794,4838.8,4970
TGRH88_069140,6216,2834,6200,6200,2746,4839.2,4971
TGRH88_082030,4286,5370,4246,4246,6049,4839.4,4972
TGRH88_059580,4522,4740,4483,4483,5973,4840.2,4973
TGRH88_050230,5391,4160,5360,5360,3930,4840.2,4973
TGRH88_050620,5669,3680,5638,5638,3583,4841.6,4975
TGRH88_078120,4137,6137,4098,4098,5742,4842.4,4976
TGRH88_021640,5046,4350,5010,5010,4806,4844.4,4977
TGRH88_001690,3651,5893,3604,3604,7471,4844.6,4978
TGRH88_082340,5655,4309,5625,5625,3016,4846,4979
TGRH88_074220,5957,4685,5938,5938,1715,4846.6,4980
TGRH88_045710,5531,3758,5503,5503,3945,4848,4981
TGRH88_086000,4243,6924,4205,4205,4663,4848,4981
TGRH88_011730,5331,2907,5300,5300,5411,4849.8,4983
TGRH88_046100,6298,1793,6282,6282,3597,4850.4,4984
TGRH88_044710,5388,4587,5357,5357,3567,4851.2,4985
TGRH88_008710,3462,6579,3411,3411,7415,4855.6,4986
TGRH88_016950,3128,7181,3076,3076,7826,4857.4,4987
TGRH88_054650,6163,2766,6143,6143,3073,4857.6,4988
TGRH88_061840,3686,7035,3638,3638,6294,4858.2,4989
TGRH88_015890,3745,6768,3701,3702,6377,4858.6,4990
TGRH88_035860,4285,6253,4244,4245,5280,4861.4,4991
TGRH88_025170,5617,3796,5585,5585,3726,4861.8,4992
TGRH88_069310,5042,3829,5006,5006,5430,4862.6,4993
TGRH88_015510,5581,3039,5550,5550,4597,4863.4,4994
TGRH88_075080,6503,3142,6491,6491,1691,4863.6,4995
TGRH88_058140,5365,4364,5334,5334,3924,4864.2,4996
TGRH88_078940,3881,6705,3840,3840,6069,4867,4997
TGRH88_025620,5285,4419,5253,5253,4134,4868.8,4998
TGRH88_043410,4044,6624,4004,4004,5672,4869.6,4999
TGRH88_043770,3649,6399,3602,3602,7103,4871,5000
TGRH88_040270,5137,4546,5100,5100,4472,4871,5000
TGRH88_046220,4851,5155,4808,4808,4735,4871.4,5002
TGRH88_003820,5834,2708,5814,5814,4190,4872,5003
TGRH88_048440,4041,6543,4001,4001,5786,4874.4,5004
TGRH88_074450,5561,4534,5532,5532,3219,4875.6,5005
TGRH88_040230,6471,2467,6459,6459,2537,4878.6,5006
TGRH88_049270,5114,4358,5077,5077,4767,4878.6,5006
TGRH88_077950,4205,6064,4166,4166,5794,4879,5008
TGRH88_074860,5209,5955,5175,5175,2885,4879.8,5009
TGRH88_033920,3709,6611,3663,3663,6755,4880.2,5010
TGRH88_077190,5890,2779,5870,5870,4010,4883.8,5011
TGRH88_060130,5017,5843,4979,4979,3604,4884.4,5012
TGRH88_080470,4509,4880,4469,4469,6096,4884.6,5013
TGRH88_060950,4892,5417,4848,4848,4421,4885.2,5014
TGRH88_053150,4756,4955,4913,4913,4891,4885.6,5015
TGRH88_049980,5717,3947,5687,5687,3392,4886,5016
TGRH88_028360,3853,6398,3812,3812,6561,4887.2,5017
TGRH88_041060,3946,6427,3909,3909,6246,4887.4,5018
TGRH88_015850,5475,4285,5444,5444,3795,4888.6,5019
TGRH88_025970,4753,4434,4710,4710,5839,4889.2,5020
TGRH88_033870,4289,6254,4249,4249,5405,4889.2,5020
TGRH88_014000,3936,6676,3899,3899,6050,4892,5022
TGRH88_023480,4106,6410,4067,4067,5811,4892.2,5023
TGRH88_028520,5670,2835,5639,5639,4683,4893.2,5024
TGRH88_026640,4350,5569,4313,4313,5925,4894,5025
TGRH88_014510,5170,3386,5134,5134,5657,4896.2,5026
TGRH88_004060,4165,5767,4124,4124,6304,4896.8,5027
TGRH88_069320,5807,3899,5785,5786,3221,4899.6,5028
TGRH88_078880,6188,3280,6172,6172,2687,4899.8,5029
TGRH88_021500,5077,4855,5039,5039,4490,4900,5030
TGRH88_064310,6108,3315,6089,6089,2899,4900,5030
TGRH88_058390,6736,1508,6727,6727,2807,4901,5032
TGRH88_039760,4396,5557,4357,4357,5846,4902.6,5033
TGRH88_035920,4981,3979,4943,4943,5670,4903.2,5034
TGRH88_068950,3818,7176,3775,3775,5979,4904.6,5035
TGRH88_069960,5700,5208,5853,5853,1912,4905.2,5036
TGRH88_035890,4235,6382,4197,4197,5522,4906.6,5037
TGRH88_008620,5446,2940,5416,5416,5315,4906.6,5037
TGRH88_004720,5289,3894,5257,5257,4836,4906.6,5037
TGRH88_030160,6396,1957,6383,6383,3422,4908.2,5040
TGRH88_025810,3584,7001,3536,3536,6888,4909,5041
TGRH88_069990,4757,5475,4713,4713,4887,4909,5041
TGRH88_075770,4680,5738,4637,4637,4858,4910,5043
TGRH88_079470,4995,4351,4958,4959,5294,4911.4,5044
TGRH88_078380,4713,5042,4706,4706,5391,4911.6,5045
TGRH88_050040,5514,4126,5485,5485,3948,4911.6,5045
TGRH88_059470,5902,3636,5884,5884,3264,4914,5047
TGRH88_000780,4746,5145,4702,4702,5281,4915.2,5048
TGRH88_038080,4719,5394,4673,4673,5121,4916,5049
TGRH88_057590,6173,2842,6153,6153,3266,4917.4,5050
TGRH88_045460,3850,6571,3809,3809,6551,4918,5051
TGRH88_076800,6936,2229,6930,6930,1566,4918.2,5052
TGRH88_067630,4818,6582,4775,4775,3653,4920.6,5053
TGRH88_059830,7257,1175,7253,7253,1666,4920.8,5054
TGRH88_058260,4266,6363,4227,4227,5523,4921.2,5055
TGRH88_012090,5770,2028,5745,5745,5325,4922.6,5056
TGRH88_053800,6638,2240,6630,6630,2478,4923.2,5057
TGRH88_020660,5892,3333,5873,5873,3656,4925.4,5058
TGRH88_033370,4393,6281,4354,4354,5252,4926.8,5059
TGRH88_021300,5497,4493,5467,5467,3712,4927.2,5060
TGRH88_059560,6232,2836,6216,6216,3140,4928,5061
TGRH88_082360,6899,2094,6894,6894,1862,4928.6,5062
TGRH88_039060,4161,6714,4121,4121,5527,4928.8,5063
TGRH88_000260,3647,6813,3600,3600,6985,4929,5064
TGRH88_053070,5119,5129,5082,5082,4234,4929.2,5065
TGRH88_003620,3916,6125,3877,3877,6854,4929.8,5066
TGRH88_052600,4672,5748,4629,4629,4981,4931.8,5067
TGRH88_077140,4801,5113,4759,4759,5232,4932.8,5068
TGRH88_065800,4671,6179,4630,4630,4556,4933.2,5069
TGRH88_063020,4545,5855,4507,4506,5260,4934.6,5070
TGRH88_005830,3992,6152,3952,3952,6639,4937.4,5071
TGRH88_046240,5158,4976,5121,5121,4322,4939.6,5072
TGRH88_044220,5876,3510,5856,5856,3610,4941.6,5073
TGRH88_046050,4928,4897,4886,4886,5115,4942.4,5074
TGRH88_026170,5376,3615,5345,5345,5035,4943.2,5075
TGRH88_053700,6039,2875,6018,6018,3771,4944.2,5076
TGRH88_010100,6948,1198,6942,6942,2691,4944.2,5076
TGRH88_039480,5500,4249,5471,5471,4032,4944.6,5078
TGRH88_046380,5001,5120,4963,4963,4691,4947.6,5079
TGRH88_045620,4635,6024,4594,4594,4893,4948,5080
TGRH88_041020,5731,3771,5701,5701,3838,4948.4,5081
TGRH88_025890,4516,5426,4476,4476,5851,4949,5082
TGRH88_072050,4692,4795,4649,4649,5964,4949.8,5083
TGRH88_000560,5283,4202,5250,5250,4780,4953,5084
TGRH88_002710,4668,4482,4627,4626,6363,4953.2,5085
TGRH88_041660,4099,6173,4060,4060,6375,4953.4,5086
TGRH88_011640,3431,6683,3380,3380,7898,4954.4,5087
TGRH88_011100,4862,4617,4819,4819,5656,4954.6,5088
TGRH88_059960,4071,7246,4031,4031,5396,4955,5089
TGRH88_038400,4169,6443,4128,4128,5908,4955.2,5090
TGRH88_080670,5479,4811,5448,5448,3592,4955.6,5091
TGRH88_003900,4116,5860,4077,4077,6651,4956.2,5092
TGRH88_022570,4404,5549,4364,4364,6104,4957,5093
TGRH88_062490,5173,3900,5137,5137,5440,4957.4,5094
TGRH88_053970,6081,2859,6061,6061,3727,4957.8,5095
TGRH88_080690,4665,6190,4623,4623,4689,4958,5096
TGRH88_078250,5253,5579,5220,5220,3521,4958.6,5097
TGRH88_079180,5086,6323,5049,5049,3287,4958.8,5098
TGRH88_012650,4497,6091,4458,4458,5292,4959.2,5099
TGRH88_015700,4202,6134,4163,4163,6136,4959.6,5100
TGRH88_000990,5643,2741,5612,5611,5195,4960.4,5101
TGRH88_060670,4190,6388,4149,4149,5928,4960.8,5102
TGRH88_035760,4305,6538,4265,4265,5431,4960.8,5102
TGRH88_003330,5156,4539,5119,5119,4888,4964.2,5104
TGRH88_027880,3897,6492,3858,3858,6728,4966.6,5105
TGRH88_081600,4904,6122,4862,4862,4083,4966.6,5105
TGRH88_012950,5494,2939,5464,5464,5475,4967.2,5107
TGRH88_066560,4073,6184,4033,4033,6515,4967.6,5108
TGRH88_011080,5639,3317,5608,5608,4671,4968.6,5109
TGRH88_024140,5091,3887,5054,5054,5760,4969.2,5110
TGRH88_019080,6558,729,6545,6545,4469,4969.2,5110
TGRH88_009870,5238,3569,5287,5287,5473,4970.8,5112
TGRH88_068790,6365,3645,6351,6351,2143,4971,5113
TGRH88_011320,4200,5169,4161,4161,7168,4971.8,5114
TGRH88_037730,4499,5342,4460,4460,6099,4972,5115
TGRH88_005840,6031,2593,6011,6011,4222,4973.6,5116
TGRH88_037140,5386,3696,5355,5355,5077,4973.8,5117
TGRH88_049430,5234,4865,5202,5202,4367,4974,5118
TGRH88_040680,5564,3486,5535,5535,4751,4974.2,5119
TGRH88_017980,4557,5385,4517,4517,5903,4975.8,5120
TGRH88_066510,3606,7171,3560,3560,6984,4976.2,5121
TGRH88_080390,4634,6360,4592,4592,4710,4977.6,5122
TGRH88_051440,6730,2314,6721,6721,2407,4978.6,5123
TGRH88_031550,6230,3236,6214,6214,3003,4979.4,5124
TGRH88_032740,4296,5897,4256,4256,6192,4979.4,5124
TGRH88_062660,4809,5605,4768,4768,4953,4980.6,5126
TGRH88_031910,5068,4671,5031,5031,5107,4981.6,5127
TGRH88_083290,6533,3302,6521,6521,2041,4983.6,5128
TGRH88_043500,5620,4086,5588,5588,4037,4983.8,5129
TGRH88_000230,5578,2511,5547,5547,5739,4984.4,5130
TGRH88_002840,5557,3020,5528,5527,5291,4984.6,5131
TGRH88_039930,4576,5260,4537,4537,6029,4987.8,5132
TGRH88_012800,4782,5020,4740,4740,5662,4988.8,5133
TGRH88_049560,3990,7283,3950,3950,5773,4989.2,5134
TGRH88_025040,5339,4008,5307,5307,4990,4990.2,5135
TGRH88_008650,4445,5292,4407,4407,6403,4990.8,5136
TGRH88_055670,5359,4363,5328,5328,4584,4992.4,5137
TGRH88_002610,5032,4933,4995,4995,5009,4992.8,5138
TGRH88_036170,4065,6963,4025,4025,5905,4996.6,5139
TGRH88_068050,6857,2296,6849,6849,2135,4997.2,5140
TGRH88_015560,5649,2772,5619,5619,5328,4997.4,5141
TGRH88_013870,5214,5035,5180,5180,4383,4998.4,5142
TGRH88_038880,5341,4414,5310,5310,4623,4999.6,5143
TGRH88_010270,3602,6923,3556,3556,7369,5001.2,5144
TGRH88_045830,6691,2989,6683,6683,1962,5001.6,5145
TGRH88_039200,5267,4213,5235,5234,5061,5002,5146
TGRH88_085870,4338,7297,4300,4300,4778,5002.6,5147
TGRH88_006750,4607,4724,4565,4565,6556,5003.4,5148
TGRH88_067360,4193,5884,4152,4152,6645,5005.2,5149
TGRH88_072270,5970,4007,5950,5950,3151,5005.6,5150
TGRH88_037120,4603,5891,4561,4562,5417,5006.8,5151
TGRH88_071340,4664,6698,4622,4622,4429,5007,5152
TGRH88_072760,6648,2981,6640,6640,2129,5007.6,5153
TGRH88_014670,5838,2985,5818,5818,4586,5009,5154
TGRH88_023570,6292,2124,6276,6276,4078,5009.2,5155
TGRH88_028280,5222,3952,5188,5188,5498,5009.6,5156
TGRH88_053860,5368,4877,5337,5337,4132,5010.2,5157
TGRH88_001820,5375,3701,5344,5344,5288,5010.4,5158
TGRH88_000770,3641,6576,3594,3594,7649,5010.8,5159
TGRH88_033830,5904,2820,5886,5886,4565,5012.2,5160
TGRH88_007780,5378,3175,5347,5347,5835,5016.4,5161
TGRH88_004460,4268,5919,4229,4229,6439,5016.8,5162
TGRH88_021740,4624,5521,4581,4582,5780,5017.6,5163
TGRH88_071370,6674,2775,6666,6666,2308,5017.8,5164
TGRH88_050540,4872,5563,4827,4827,5004,5018.6,5165
TGRH88_060180,6444,3107,6432,6432,2683,5019.6,5166
TGRH88_015350,5888,2720,5868,5868,4758,5020.4,5167
TGRH88_038100,5168,3568,5131,5131,6115,5022.6,5168
TGRH88_054020,6335,2770,6321,6321,3369,5023.2,5169
TGRH88_059870,5624,3893,5592,5592,4428,5025.8,5170
TGRH88_031330,3757,6821,3714,3714,7124,5026,5171
TGRH88_044320,4681,6073,4638,4638,5104,5026.8,5172
TGRH88_010240,5036,4258,5000,5000,5842,5027.2,5173
TGRH88_001240,4858,4298,4815,4815,6356,5028.4,5174
TGRH88_000890,4256,5690,4217,4217,6768,5029.6,5175
TGRH88_043470,5210,4133,5176,5177,5461,5031.4,5176
TGRH88_028340,4998,4730,4961,4961,5511,5032.2,5177
TGRH88_010840,4325,4910,4285,4285,7357,5032.4,5178
TGRH88_055460,5780,5263,5755,5755,2609,5032.4,5178
TGRH88_037800,5797,3761,5776,5776,4053,5032.6,5180
TGRH88_016620,4024,5971,3986,3986,7201,5033.6,5181
TGRH88_019870,6873,2974,6866,6866,1596,5035,5182
TGRH88_080910,5171,5650,5135,5135,4086,5035.4,5183
TGRH88_001580,5225,4814,5191,5191,4760,5036.2,5184
TGRH88_082350,6104,4128,6085,6085,2779,5036.2,5184
TGRH88_050270,4698,5888,4656,4656,5284,5036.4,5186
TGRH88_072940,4954,5413,4914,4914,4988,5036.6,5187
TGRH88_032570,4748,4333,4704,4704,6697,5037.2,5188
TGRH88_012470,4880,4920,4895,4895,5608,5039.6,5189
TGRH88_001530,6607,1679,6596,6596,3733,5042.2,5190
TGRH88_006830,5254,4580,5264,5264,4852,5042.8,5191
TGRH88_051270,6288,2676,6273,6273,3705,5043,5192
TGRH88_024000,5630,3138,5599,5599,5250,5043.2,5193
TGRH88_063840,6329,2742,6314,6314,3534,5046.6,5194
TGRH88_086350,3930,6881,3893,3893,6638,5047,5195
TGRH88_003780,4543,5252,4505,4505,6436,5048.2,5196
TGRH88_023850,4343,6028,4305,4305,6260,5048.2,5196
TGRH88_017050,5281,4218,5248,5248,5248,5048.6,5198
TGRH88_042170,6270,3737,6255,6255,2727,5048.8,5199
TGRH88_077270,4601,6285,4559,4559,5246,5050,5200
TGRH88_000730,4121,6259,4081,4081,6724,5053.2,5201
TGRH88_062150,6283,3349,6268,6268,3103,5054.2,5202
TGRH88_034060,3918,6925,3879,3879,6671,5054.4,5203
TGRH88_006990,4301,5840,4262,4262,6611,5055.2,5204
TGRH88_051020,4536,6630,4498,4498,5134,5059.2,5205
TGRH88_052860,6494,3427,6483,6483,2411,5059.6,5206
TGRH88_036090,5145,4310,5108,5108,5631,5060.4,5207
TGRH88_078220,4702,6524,4658,4659,4774,5063.4,5208
TGRH88_012240,5136,5106,5099,5099,4878,5063.6,5209
TGRH88_016520,3534,7322,3486,3486,7493,5064.2,5210
TGRH88_018450,5425,3932,5394,5394,5179,5064.8,5211
TGRH88_012100,4314,6178,4274,4274,6292,5066.4,5212
TGRH88_005550,5468,3661,5437,5437,5332,5067,5213
TGRH88_064320,4166,6392,4125,4125,6528,5067.2,5214
TGRH88_039370,5284,5624,5251,5252,3928,5067.8,5215
TGRH88_084520,4130,6865,4090,4090,6180,5071,5216
TGRH88_032240,5054,4383,5017,5017,5884,5071,5216
TGRH88_001600,6510,2080,6498,6498,3772,5071.6,5218
TGRH88_070920,5967,4294,5948,5948,3206,5072.6,5219
TGRH88_019740,4359,6199,4321,4321,6163,5072.6,5219
TGRH88_070250,5810,4026,5789,5788,3954,5073.4,5221
TGRH88_017470,5483,4370,5452,5452,4627,5076.8,5222
TGRH88_068030,4749,6667,4705,4705,4559,5077,5223
TGRH88_014920,6003,2627,5983,5983,4796,5078.4,5224
TGRH88_022620,4246,6460,4208,4208,6272,5078.8,5225
TGRH88_001980,6326,2408,6311,6311,4043,5079.8,5226
TGRH88_056200,5335,4601,5418,5418,4628,5080,5227
TGRH88_044790,4368,6757,4328,4328,5627,5081.6,5228
TGRH88_004220,4615,4833,4574,4574,6822,5083.6,5229
TGRH88_032470,5858,3119,5837,5837,4768,5083.8,5230
TGRH88_020400,7206,1169,7201,7201,2645,5084.4,5231
TGRH88_026480,4835,4799,4792,4792,6204,5084.4,5231
TGRH88_026510,4416,6011,4376,4376,6253,5086.4,5233
TGRH88_035900,6023,3077,6002,6002,4333,5087.4,5234
TGRH88_037690,4926,4734,4884,4884,6014,5088.4,5235
TGRH88_008530,6061,2257,6041,6041,5056,5091.2,5236
TGRH88_039040,4432,6649,4393,4394,5596,5092.8,5237
TGRH88_069340,6129,4551,6110,6110,2565,5093,5238
TGRH88_068700,6775,2723,6765,6765,2440,5093.6,5239
TGRH88_039110,4584,5749,4544,4545,6048,5094,5240
TGRH88_054310,5019,5427,4981,4981,5065,5094.6,5241
TGRH88_064970,5023,5660,4986,4986,4838,5098.6,5242
TGRH88_046370,4320,6915,4280,4280,5698,5098.6,5242
TGRH88_062920,6513,3406,6501,6501,2580,5100.2,5244
TGRH88_054570,4963,4713,4922,4922,5990,5102,5245
TGRH88_044150,6398,3525,6385,6385,2817,5102,5245
TGRH88_048310,4591,6157,4550,4550,5679,5105.4,5247
TGRH88_028490,6417,3136,6405,6405,3169,5106.4,5248
TGRH88_052360,6764,2371,6755,6755,2891,5107.2,5249
TGRH88_053020,6498,2587,6487,6489,3476,5107.4,5250
TGRH88_076190,5106,5630,5069,5069,4669,5108.6,5251
TGRH88_044080,5539,4118,5694,5694,4503,5109.6,5252
TGRH88_044270,4258,6835,4219,4219,6018,5109.8,5253
TGRH88_001900,3780,6834,3736,3736,7467,5110.6,5254
TGRH88_026850,4026,7239,3988,3988,6323,5112.8,5255
TGRH88_059280,4697,5793,4654,4654,5776,5114.8,5256
TGRH88_054830,5074,5477,5036,5036,4952,5115,5257
TGRH88_070070,5132,5905,5096,5096,4349,5115.6,5258
TGRH88_079790,5831,3774,5811,5811,4351,5115.6,5258
TGRH88_060160,3993,7204,3954,3954,6475,5116,5260
TGRH88_052100,7189,1756,7184,7184,2273,5117.2,5261
TGRH88_034330,5300,4504,5269,5269,5249,5118.2,5262
TGRH88_081780,6165,4077,6146,6146,3066,5120,5263
TGRH88_074070,4993,6693,4956,4956,4002,5120,5263
TGRH88_055030,4317,6267,4353,4353,6314,5120.8,5265
TGRH88_078390,6047,4670,6026,6026,2837,5121.2,5266
TGRH88_070220,6269,3726,6254,6254,3104,5121.4,5267
TGRH88_075750,6168,3624,6149,6149,3524,5122.8,5268
TGRH88_031540,3775,6716,3731,3731,7663,5123.2,5269
TGRH88_028830,5679,3559,5649,5649,5088,5124.8,5270
TGRH88_004780,5610,4453,5578,5578,4408,5125.4,5271
TGRH88_067290,6013,3946,5992,5991,3686,5125.6,5272
TGRH88_061730,4341,7078,4303,4303,5604,5125.8,5273
TGRH88_076030,4781,6749,4739,4739,4630,5127.6,5274
TGRH88_081290,5772,5345,5747,5747,3036,5129.4,5275
TGRH88_001280,6012,2260,5991,5992,5394,5129.8,5276
TGRH88_059760,5239,5073,5206,5206,4926,5130,5277
TGRH88_013340,6881,1506,6872,6872,3520,5130.2,5278
TGRH88_056460,6519,3216,6507,6507,2904,5130.6,5279
TGRH88_056710,5319,5886,5289,5289,3871,5130.8,5280
TGRH88_006900,5297,3870,5266,5266,5956,5131,5281
TGRH88_008110,4002,6966,3963,3963,6767,5132.2,5282
TGRH88_036690,6312,3380,6297,6297,3378,5132.8,5283
TGRH88_078290,6653,2941,6645,6645,2780,5132.8,5283
TGRH88_056790,6387,3557,6374,6374,2975,5133.4,5285
TGRH88_070060,5589,3709,5558,5558,5256,5134,5286
TGRH88_047180,4773,5809,4730,4731,5630,5134.6,5287
TGRH88_080020,6608,4228,6597,6597,1646,5135.2,5288
TGRH88_032730,5207,4968,5173,5173,5158,5135.8,5289
TGRH88_029700,4334,5942,4296,4296,6814,5136.4,5290
TGRH88_064110,6044,5482,6023,6023,2114,5137.2,5291
TGRH88_084360,5098,5493,5061,5061,4974,5137.4,5292
TGRH88_008580,5708,3376,5678,5678,5258,5139.6,5293
TGRH88_054850,5960,3046,5941,5941,4812,5140,5294
TGRH88_014580,6644,2706,6636,6636,3086,5141.6,5295
TGRH88_019800,4990,5381,4951,4952,5438,5142.4,5296
TGRH88_033550,5499,4127,5469,5469,5152,5143.2,5297
TGRH88_031890,5356,4748,5325,5326,4963,5143.6,5298
TGRH88_071490,4575,5912,4535,4535,6162,5143.8,5299
TGRH88_038730,4411,6706,4371,4371,5877,5147.2,5300
TGRH88_033460,4544,5458,4506,4507,6733,5149.6,5301
TGRH88_049410,5859,4851,5838,5838,3366,5150.4,5302
TGRH88_032850,5006,5432,4969,4969,5379,5151,5303
TGRH88_002270,5263,5529,5230,5230,4508,5152,5304
TGRH88_018440,5139,4614,5102,5102,5804,5152.2,5305
TGRH88_011460,5568,4431,6010,6010,3757,5155.2,5306
TGRH88_065390,7178,2744,7174,7174,1519,5157.8,5307
TGRH88_068490,5027,6284,4990,4990,4498,5157.8,5307
TGRH88_075510,5317,4259,5286,5286,5643,5158.2,5309
TGRH88_002770,5270,4736,5238,5238,5309,5158.2,5309
TGRH88_061270,6211,3293,6194,6195,3903,5159.2,5311
TGRH88_026110,4279,5924,4239,4240,7114,5159.2,5311
TGRH88_038850,4795,5474,4753,4754,6020,5159.2,5311
TGRH88_010740,5864,2785,5843,5842,5466,5160,5314
TGRH88_052640,4506,6391,4467,4467,5976,5161.4,5315
TGRH88_052350,5555,4919,5526,5526,4284,5162,5316
TGRH88_076360,6475,3742,6463,6463,2668,5162.2,5317
TGRH88_036860,4088,7137,4050,4050,6499,5164.8,5318
TGRH88_072950,5373,5466,5342,5342,4302,5165,5319
TGRH88_064460,4466,7086,4427,4427,5423,5165.8,5320
TGRH88_007900,5382,4338,5351,5351,5408,5166,5321
TGRH88_059480,5871,4578,5850,5850,3681,5166,5321
TGRH88_002400,5302,5142,5271,5271,4855,5168.2,5323
TGRH88_040640,4887,6014,4842,4842,5259,5168.8,5324
TGRH88_050580,4255,6874,4216,4216,6287,5169.6,5325
TGRH88_049660,6344,4209,6330,6330,2636,5169.8,5326
TGRH88_036150,5420,4105,5389,5389,5549,5170.4,5327
TGRH88_018510,4230,6558,4193,4193,6678,5170.4,5327
TGRH88_043250,6547,2430,6534,6534,3808,5170.6,5329
TGRH88_057320,5073,4744,5035,5035,5968,5171,5330
TGRH88_013700,5489,4498,5459,5459,4954,5171.8,5331
TGRH88_036700,4503,5763,4464,4464,6667,5172.2,5332
TGRH88_068230,4484,6629,4444,4444,5862,5172.6,5333
TGRH88_041120,5185,5000,5149,5149,5381,5172.8,5334
TGRH88_017060,4983,5524,4945,4945,5468,5173,5335
TGRH88_020650,6243,2446,6229,6229,4723,5174,5336
TGRH88_039680,4477,6397,4437,4437,6131,5175.8,5337
TGRH88_054050,5423,4838,5392,5392,4837,5176.4,5338
TGRH88_083140,6441,3320,6429,6427,3279,5179.2,5339
TGRH88_058180,5182,5027,5146,5146,5397,5179.6,5340
TGRH88_005680,3594,7186,3549,3549,8028,5181.2,5341
TGRH88_008660,4257,6467,4218,4218,6757,5183.4,5342
TGRH88_010930,4918,5713,4876,4876,5536,5183.8,5343
TGRH88_016370,5592,3373,5559,5559,5840,5184.6,5344
TGRH88_001790,5523,3484,5494,5494,5940,5187,5345
TGRH88_023840,5099,5070,5062,5062,5652,5189,5346
TGRH88_060830,5912,4458,5894,5894,3797,5191,5347
TGRH88_066590,3911,7608,3871,3871,6698,5191.8,5348
TGRH88_008400,4101,6375,4062,4062,7364,5192.8,5349
TGRH88_075990,6466,3476,6454,6454,3115,5193,5350
TGRH88_042250,5496,5297,5466,5466,4243,5193.6,5351
TGRH88_020800,6109,3535,6090,6090,4144,5193.6,5351
TGRH88_064720,4452,6433,4414,4414,6258,5194.2,5353
TGRH88_061630,6439,3279,6428,6428,3398,5194.4,5354
TGRH88_006070,4616,5343,4575,4575,6865,5194.8,5355
TGRH88_073330,5033,6663,4996,4996,4297,5197,5356
TGRH88_043740,4075,7277,4036,4036,6567,5198.2,5357
TGRH88_060650,5310,4764,5308,5308,5303,5198.6,5358
TGRH88_067560,5746,5040,5720,5720,3769,5199,5359
TGRH88_011060,5696,4102,5666,5666,4866,5199.2,5360
TGRH88_063710,4110,7457,4071,4071,6288,5199.4,5361
TGRH88_072690,6086,3555,6066,6066,4227,5200,5362
TGRH88_056050,3867,7571,3825,3825,6917,5201,5363
TGRH88_024730,5527,4344,5499,5499,5148,5203.4,5364
TGRH88_051640,5546,4737,5517,5517,4716,5206.6,5365
TGRH88_082040,4641,7215,4600,4600,4978,5206.8,5366
TGRH88_081810,5018,5657,4980,4980,5399,5206.8,5366
TGRH88_061210,5811,4405,5790,5790,4240,5207.2,5368
TGRH88_039340,4943,5722,4902,4902,5569,5207.6,5369
TGRH88_058020,5011,6449,4974,4974,4637,5209,5370
TGRH88_007880,6721,1954,6712,6712,3965,5212.8,5371
TGRH88_080360,6493,4404,6482,6482,2211,5214.4,5372
TGRH88_004980,4901,4934,4859,4859,6522,5215,5373
TGRH88_073260,6821,3274,6813,6813,2357,5215.6,5374
TGRH88_021910,4929,4988,4887,4887,6389,5216,5375
TGRH88_056430,4459,6650,4420,4420,6143,5218.4,5376
TGRH88_079270,4567,7011,4527,4527,5462,5218.8,5377
TGRH88_071040,5935,4969,5916,5916,3368,5220.8,5378
TGRH88_082670,6731,4630,6722,6722,1301,5221.2,5379
TGRH88_034000,6310,2654,6295,6295,4552,5221.2,5379
TGRH88_005670,3836,6859,3794,3794,7832,5223,5381
TGRH88_043880,5127,5253,5091,5091,5563,5225,5382
TGRH88_055440,4228,7292,4192,4190,6228,5226,5383
TGRH88_047660,6117,4824,6097,6097,2995,5226,5383
TGRH88_075600,6122,4468,6102,6102,3342,5227.2,5385
TGRH88_055630,5585,5199,5554,5554,4250,5228.4,5386
TGRH88_027110,4447,6583,4409,4410,6293,5228.4,5386
TGRH88_017410,6854,2612,6846,6846,2990,5229.6,5388
TGRH88_028670,5502,4068,5473,5473,5632,5229.6,5388
TGRH88_053820,6164,3706,6145,6145,3989,5229.8,5390
TGRH88_043550,5432,5904,5401,5401,4012,5230,5391
TGRH88_075110,5398,6038,5366,5366,3987,5231,5392
TGRH88_010630,3907,6810,3866,3866,7706,5231,5392
TGRH88_085740,4541,7367,4502,4501,5245,5231.2,5394
TGRH88_063490,5509,5338,5480,5480,4353,5232,5395
TGRH88_068750,4179,6837,4137,4137,6870,5232,5395
TGRH88_086390,4843,6197,4800,4800,5520,5232,5395
TGRH88_051700,4321,6843,4281,4281,6440,5233.2,5398
TGRH88_067270,5208,5122,5174,5174,5494,5234.4,5399
